name,line,dialogue_clean
House," If I eat standing up, I spill.",eat standing spill
House," I'm sorry, you need to vent, I understand.",sorry need vent understand
House," Blood pressure's 110/70, the shunt is patent well placed in the right lateral ventricle, the EKG shows a normal QRS with deep wave inversions throughout both limb and pericardial leads. LFTs are elevated but only twice the normal range. Oh yeah, and he's hearing voices. [Pause] Go hold his hand. Go on; I'll bus your tray.",blood pressure shunt patent well placed right lateral ventricle ekg shows normal qrs deep wave inversions throughout limb pericardial leads lfts elevated twice normal range oh yeah hearing voices go hold hand go bus tray
House, Got any sample bags on you?,got sample bags
House," Their son is deathly ill, I know it's terrible, but the fact is if I don't keep busy with trivial things like this I'm afraid I might start to cry.",son deathly ill know terrible fact keep busy trivial things like afraid might start cry
House, Yeah? You want to double the bet?,yeah want double bet
House, General Hospital is on channel 6.,general hospital channel
House, No epileptiform activity. [Turns to Cameron] What are you doing?,epileptiform activity
House," Good, run DNA on these. [He puts down two cups that are labeled ""Mommy""ù and ""Daddy???""ù]",good run dna
House, Parents' coffee cups.,parents coffee cups
House," I've had this conversation once already. If you've got something else to do, do it. Otherwise, do this.",conversation already got something else otherwise
House," Hey, Mr. Funsten! I was wondering when you'd be back. Got some papers for me?",hey mr funsten wondering back got papers
House," I certainly hope so. [Funsten hands him an envelope] What? Too cheap to have your Lawyer serve it for you, or is it more fun this way?",certainly hope cheap lawyer serve fun way
House, You have gonorrhea.,gonorrhea
House," Well, maybe you're right, but I have a lab result that says you do. It could be a false positive; normally I'd run a second test, but since you're here I'll just go with the first.",well maybe right lab result says could false positive normally run second test since go first
House," It's reportable you know, public health issue.",reportable know public health issue
House," Oh, don't bother yourself, the state will call for you. Look, if you're clean I'm sure this will all blow over, no big deal. There's an easy way to find out, get one of your doctors to run a test.",oh bother state call look clean sure blow big deal easy way find get one doctors run test
House, Uh-uh. These are mine now. I'll see you in court. [House enters the elevator.],uh uh mine see court
House, You idiots! You lied to me!,idiots lied
House, Can we get off my screw-ups and focus on theirs? Theirs is bigger. You're not Dan's parents.,get screw ups focus bigger dan parents
House, I do.,
House," Listen, when we were taking his medical history, were you confused? Did you think we were looking for a genetic clue to his condition, or did you think we were trying to ascertain who loves him the most in the whole wide world?",listen taking medical history confused think looking genetic clue condition think trying ascertain loves whole wide world
House, I sampled their DNA.,sampled dna
House, Your coffee cups from the cafeteria.,coffee cups cafeteria
House," Again, why are we getting hung up on what I did? [Turns to Dan's parents] Your medical history is useless.",getting hung medical history useless
House," Was she vaccinated? [Pause] The biological mother, when she was a baby, did she get her vaccinations?",vaccinated biological mother baby get vaccinations
House," Mm hmm, and do you know why kids get vaccinated at 6 months? Because before that, they are protected by their biological mother's immune system. So, was she vaccinated?",mm hmm know kids get vaccinated months protected biological mother immune system vaccinated
House," An infant picks up a regular old measles virus. He gets a rash, he's extremely uncomfortable, has a wicked fEver, but he lives. Here's the kicker, once Every million or so times, the virus mutates. [Cut to House's office. House and the ducklings are there] Instead of Dan having a fEver and a rash the virus travels to his brain and hides like a time bomb. In this case for 16 years.",infant picks regular old measles virus gets rash extremely uncomfortable wicked fever lives kicker every million times virus mutates instead dan fever rash virus travels brain hides like time bomb case years
